diputado,bloque,proyecto,voto
D081,Unión por la Patria,obra_publica_prov,favor
D081,Unión por la Patria,emergencia_jubilados,favor
D081,Unión por la Patria,financiamiento_univ,favor
D081,Unión por la Patria,salud_emergencia,favor
D081,Unión por la Patria,boleta_unica,favor
D081,Unión por la Patria,ficha_limpia,favor
D081,Unión por la Patria,reforma_politica,favor
D081,Unión por la Patria,dnu_delegadas,contra
D081,Unión por la Patria,tarifas_energia,contra
D082,Unión por la Patria,ley_bases,ausente
D082,Unión por la Patria,reforma_laboral,contra
D082,Unión por la Patria,presupuesto,contra
D082,Unión por la Patria,privatizaciones,contra
D082,Unión por la Patria,retenciones_agro,ausente
D082,Unión por la Patria,coparticipacion,contra
D082,Unión por la Patria,obra_publica_prov,favor
D082,Unión por la Patria,emergencia_jubilados,favor
D082,Unión por la Patria,financiamiento_univ,favor
D082,Unión por la Patria,salud_emergencia,favor
D082,Unión por la Patria,boleta_unica,contra
D082,Unión por la Patria,ficha_limpia,contra
D082,Unión por la Patria,reforma_politica,favor
D082,Unión por la Patria,dnu_delegadas,contra
D082,Unión por la Patria,tarifas_energia,contra
D083,Unión por la Patria,ley_bases,contra
D083,Unión por la Patria,reforma_laboral,contra
D083,Unión por la Patria,presupuesto,contra
D083,Unión por la Patria,privatizaciones,contra
D083,Unión por la Patria,retenciones_agro,contra
D083,Unión por la Patria,coparticipacion,contra
D083,Unión por la Patria,obra_publica_prov,favor
D083,Unión por la Patria,emergencia_jubilados,favor
D083,Unión por la Patria,financiamiento_univ,favor
D083,Unión por la Patria,salud_emergencia,favor
D083,Unión por la Patria,boleta_unica,favor
D083,Unión por la Patria,ficha_limpia,favor
D083,Unión por la Patria,reforma_politica,contra
D083,Unión por la Patria,dnu_delegadas,contra
D083,Unión por la Patria,tarifas_energia,contra
D084,Unión por la Patria,ley_bases,contra
D084,Unión por la Patria,reforma_laboral,contra
D084,Unión por la Patria,presupuesto,contra
D084,Unión por la Patria,privatizaciones,contra
D084,Unión por la Patria,retenciones_agro,ausente
D084,Unión por la Patria,coparticipacion,favor
D084,Unión por la Patria,obra_publica_prov,favor
D084,Unión por la Patria,emergencia_jubilados,favor
D084,Unión por la Patria,financiamiento_univ,favor
D084,Unión por la Patria,salud_emergencia,favor
D084,Unión por la Patria,boleta_unica,favor
D084,Unión por la Patria,ficha_limpia,contra
D084,Unión por la Patria,reforma_politica,favor
D084,Unión por la Patria,dnu_delegadas,contra
D084,Unión por la Patria,tarifas_energia,contra
D085,Unión por la Patria,ley_bases,contra
D085,Unión por la Patria,reforma_laboral,contra
D085,Unión por la Patria,presupuesto,contra
D085,Unión por la Patria,privatizaciones,contra
D085,Unión por la Patria,retenciones_agro,ausente
D085,Unión por la Patria,coparticipacion,contra
D085,Unión por la Patria,obra_publica_prov,favor
D085,Unión por la Patria,emergencia_jubilados,favor
D085,Unión por la Patria,financiamiento_univ,favor
D085,Unión por la Patria,salud_emergencia,favor
D085,Unión por la Patria,boleta_unica,favor
D085,Unión por la Patria,ficha_limpia,favor
D085,Unión por la Patria,reforma_politica,contra
D085,Unión por la Patria,dnu_delegadas,contra
D085,Unión por la Patria,tarifas_energia,contra
D086,Unión por la Patria,ley_bases,contra
D086,Unión por la Patria,reforma_laboral,contra
D086,Unión por la Patria,presupuesto,contra
D086,Unión por la Patria,privatizaciones,contra
D086,Unión por la Patria,retenciones_agro,contra
D086,Unión por la Patria,coparticipacion,contra
D086,Unión por la Patria,obra_publica_prov,favor
D086,Unión por la Patria,emergencia_jubilados,ausente
D086,Unión por la Patria,financiamiento_univ,ausente
D086,Unión por la Patria,salud_emergencia,favor
D086,Unión por la Patria,boleta_unica,favor
D086,Unión por la Patria,ficha_limpia,favor
D086,Unión por la Patria,reforma_politica,favor
D086,Unión por la Patria,dnu_delegadas,contra
D086,Unión por la Patria,tarifas_energia,contra
D087,Unión por la Patria,ley_bases,contra
D087,Unión por la Patria,reforma_laboral,contra
D087,Unión por la Patria,presupuesto,contra
D087,Unión por la Patria,privatizaciones,ausente
D087,Unión por la Patria,retenciones_agro,contra
D087,Unión por la Patria,coparticipacion,favor
D087,Unión por la Patria,obra_publica_prov,favor
D087,Unión por la Patria,emergencia_jubilados,favor
D087,Unión por la Patria,financiamiento_univ,favor
D087,Unión por la Patria,salud_emergencia,favor
D087,Unión por la Patria,boleta_unica,contra
D087,Unión por la Patria,ficha_limpia,favor
D087,Unión por la Patria,reforma_politica,favor
D087,Unión por la Patria,dnu_delegadas,contra
D087,Unión por la Patria,tarifas_energia,ausente
D088,Unión por la Patria,ley_bases,contra
D088,Unión por la Patria,reforma_laboral,contra
D088,Unión por la Patria,presupuesto,contra
D088,Unión por la Patria,privatizaciones,contra
D088,Unión por la Patria,retenciones_agro,contra
D088,Unión por la Patria,coparticipacion,contra
D088,Unión por la Patria,obra_publica_prov,favor
D088,Unión por la Patria,emergencia_jubilados,favor
D088,Unión por la Patria,financiamiento_univ,favor
D088,Unión por la Patria,salud_emergencia,favor
D088,Unión por la Patria,boleta_unica,contra
D088,Unión por la Patria,ficha_limpia,favor
D088,Unión por la Patria,reforma_politica,favor
D088,Unión por la Patria,dnu_delegadas,contra
D088,Unión por la Patria,tarifas_energia,contra
D089,Unión por la Patria,ley_bases,contra
D089,Unión por la Patria,reforma_laboral,contra
D089,Unión por la Patria,presupuesto,contra
D089,Unión por la Patria,privatizaciones,ausente
D089,Unión por la Patria,retenciones_agro,contra
D089,Unión por la Patria,coparticipacion,favor
D089,Unión por la Patria,obra_publica_prov,favor
D089,Unión por la Patria,emergencia_jubilados,favor
D089,Unión por la Patria,financiamiento_univ,ausente
D089,Unión por la Patria,salud_emergencia,favor
D089,Unión por la Patria,boleta_unica,favor
D089,Unión por la Patria,ficha_limpia,contra
D089,Unión por la Patria,reforma_politica,contra
D089,Unión por la Patria,dnu_delegadas,ausente
D089,Unión por la Patria,tarifas_energia,contra
D090,Unión por la Patria,ley_bases,ausente
D090,Unión por la Patria,reforma_laboral,contra
D090,Unión por la Patria,presupuesto,favor
D090,Unión por la Patria,privatizaciones,contra
D090,Unión por la Patria,retenciones_agro,contra
D090,Unión por la Patria,coparticipacion,favor
D090,Unión por la Patria,obra_publica_prov,favor
D090,Unión por la Patria,emergencia_jubilados,favor
D090,Unión por la Patria,financiamiento_univ,favor
D090,Unión por la Patria,salud_emergencia,favor
D090,Unión por la Patria,boleta_unica,contra
D090,Unión por la Patria,ficha_limpia,contra
D090,Unión por la Patria,reforma_politica,favor
D090,Unión por la Patria,dnu_delegadas,contra
D090,Unión por la Patria,tarifas_energia,contra
D091,Unión por la Patria,ley_bases,contra
D091,Unión por la Patria,reforma_laboral,contra
D091,Unión por la Patria,presupuesto,contra
D091,Unión por la Patria,privatizaciones,contra
D091,Unión por la Patria,retenciones_agro,contra
D091,Unión por la Patria,coparticipacion,favor
D091,Unión por la Patria,obra_publica_prov,favor
D091,Unión por la Patria,emergencia_jubilados,favor
D091,Unión por la Patria,financiamiento_univ,favor
D091,Unión por la Patria,salud_emergencia,favor
D091,Unión por la Patria,boleta_unica,favor
D091,Unión por la Patria,ficha_limpia,favor
D091,Unión por la Patria,reforma_politica,contra
D091,Unión por la Patria,dnu_delegadas,contra
D091,Unión por la Patria,tarifas_energia,contra
D092,Unión por la Patria,ley_bases,contra
D092,Unión por la Patria,reforma_laboral,favor
D092,Unión por la Patria,presupuesto,contra
D092,Unión por la Patria,privatizaciones,contra
D092,Unión por la Patria,retenciones_agro,contra
D092,Unión por la Patria,coparticipacion,favor
D092,Unión por la Patria,obra_publica_prov,favor
D092,Unión por la Patria,emergencia_jubilados,favor
D092,Unión por la Patria,financiamiento_univ,favor
D092,Unión por la Patria,salud_emergencia,ausente
D092,Unión por la Patria,boleta_unica,favor
D092,Unión por la Patria,ficha_limpia,favor
D092,Unión por la Patria,reforma_politica,contra
D092,Unión por la Patria,dnu_delegadas,contra
D092,Unión por la Patria,tarifas_energia,contra
D093,Unión por la Patria,ley_bases,contra
D093,Unión por la Patria,reforma_laboral,contra
D093,Unión por la Patria,presupuesto,contra
D093,Unión por la Patria,privatizaciones,contra
D093,Unión por la Patria,retenciones_agro,contra
D093,Unión por la Patria,coparticipacion,contra
D093,Unión por la Patria,obra_publica_prov,favor
D093,Unión por la Patria,emergencia_jubilados,favor
D093,Unión por la Patria,financiamiento_univ,favor
D093,Unión por la Patria,salud_emergencia,favor
D093,Unión por la Patria,boleta_unica,contra
D093,Unión por la Patria,ficha_limpia,contra
D093,Unión por la Patria,reforma_politica,favor
D093,Unión por la Patria,dnu_delegadas,contra
D093,Unión por la Patria,tarifas_energia,contra
D094,Unión por la Patria,ley_bases,contra
D094,Unión por la Patria,reforma_laboral,contra
D094,Unión por la Patria,presupuesto,contra
D094,Unión por la Patria,privatizaciones,contra
D094,Unión por la Patria,retenciones_agro,contra
D094,Unión por la Patria,coparticipacion,favor
D094,Unión por la Patria,obra_publica_prov,favor
D094,Unión por la Patria,emergencia_jubilados,favor
D094,Unión por la Patria,financiamiento_univ,favor
D094,Unión por la Patria,salud_emergencia,favor
D094,Unión por la Patria,boleta_unica,contra
D094,Unión por la Patria,ficha_limpia,favor
D094,Unión por la Patria,reforma_politica,favor
D094,Unión por la Patria,dnu_delegadas,contra
D094,Unión por la Patria,tarifas_energia,contra
D095,Unión por la Patria,ley_bases,contra
D095,Unión por la Patria,reforma_laboral,contra
D095,Unión por la Patria,presupuesto,contra
D095,Unión por la Patria,privatizaciones,contra
D095,Unión por la Patria,retenciones_agro,favor
D095,Unión por la Patria,coparticipacion,favor
D095,Unión por la Patria,obra_publica_prov,favor
D095,Unión por la Patria,emergencia_jubilados,favor
D095,Unión por la Patria,financiamiento_univ,favor
D095,Unión por la Patria,salud_emergencia,favor
D095,Unión por la Patria,boleta_unica,ausente
D095,Unión por la Patria,ficha_limpia,contra
D095,Unión por la Patria,reforma_politica,favor
D095,Unión por la Patria,dnu_delegadas,ausente
D095,Unión por la Patria,tarifas_energia,contra
D096,Unión por la Patria,ley_bases,contra
D096,Unión por la Patria,reforma_laboral,contra
D096,Unión por la Patria,presupuesto,contra
D096,Unión por la Patria,privatizaciones,contra
D096,Unión por la Patria,retenciones_agro,contra
D096,Unión por la Patria,coparticipacion,ausente
D096,Unión por la Patria,obra_publica_prov,contra
D096,Unión por la Patria,emergencia_jubilados,favor
D096,Unión por la Patria,financiamiento_univ,favor
D096,Unión por la Patria,salud_emergencia,favor
D096,Unión por la Patria,boleta_unica,favor
D096,Unión por la Patria,ficha_limpia,contra
D096,Unión por la Patria,reforma_politica,favor
D096,Unión por la Patria,dnu_delegadas,contra
D096,Unión por la Patria,tarifas_energia,contra
D097,Unión por la Patria,ley_bases,contra
D097,Unión por la Patria,reforma_laboral,contra
D097,Unión por la Patria,presupuesto,contra
D097,Unión por la Patria,privatizaciones,ausente
D097,Unión por la Patria,retenciones_agro,contra
D097,Unión por la Patria,coparticipacion,favor
D097,Unión por la Patria,obra_publica_prov,favor
D097,Unión por la Patria,emergencia_jubilados,favor
D097,Unión por la Patria,financiamiento_univ,favor
D097,Unión por la Patria,salud_emergencia,favor
D097,Unión por la Patria,boleta_unica,favor
D097,Unión por la Patria,ficha_limpia,contra
D097,Unión por la Patria,reforma_politica,favor
D097,Unión por la Patria,dnu_delegadas,contra
D097,Unión por la Patria,tarifas_energia,contra
D098,Unión por la Patria,ley_bases,contra
D098,Unión por la Patria,reforma_laboral,contra
D098,Unión por la Patria,presupuesto,contra
D098,Unión por la Patria,privatizaciones,contra
D098,Unión por la Patria,retenciones_agro,favor
D098,Unión por la Patria,coparticipacion,favor
D098,Unión por la Patria,obra_publica_prov,favor
D098,Unión por la Patria,emergencia_jubilados,favor
D098,Unión por la Patria,financiamiento_univ,favor
D098,Unión por la Patria,salud_emergencia,favor
D098,Unión por la Patria,boleta_unica,contra
D098,Unión por la Patria,ficha_limpia,favor
D098,Unión por la Patria,reforma_politica,contra
D098,Unión por la Patria,dnu_delegadas,contra
D098,Unión por la Patria,tarifas_energia,contra
D099,La Libertad Avanza,ley_bases,favor
D099,La Libertad Avanza,reforma_laboral,favor
D099,La Libertad Avanza,presupuesto,favor
D099,La Libertad Avanza,privatizaciones,favor
D099,La Libertad Avanza,retenciones_agro,favor
D099,La Libertad Avanza,coparticipacion,favor
D099,La Libertad Avanza,obra_publica_prov,contra
D099,La Libertad Avanza,emergencia_jubilados,contra
D099,La Libertad Avanza,financiamiento_univ,contra
D099,La Libertad Avanza,salud_emergencia,contra
D099,La Libertad Avanza,boleta_unica,favor
D099,La Libertad Avanza,ficha_limpia,favor
D099,La Libertad Avanza,reforma_politica,favor
D099,La Libertad Avanza,dnu_delegadas,favor
D099,La Libertad Avanza,tarifas_energia,favor
D100,La Libertad Avanza,ley_bases,favor
D100,La Libertad Avanza,reforma_laboral,favor
D100,La Libertad Avanza,presupuesto,favor
D100,La Libertad Avanza,privatizaciones,favor
D100,La Libertad Avanza,retenciones_agro,favor
D100,La Libertad Avanza,coparticipacion,contra
D100,La Libertad Avanza,obra_publica_prov,contra
D100,La Libertad Avanza,emergencia_jubilados,contra
D100,La Libertad Avanza,financiamiento_univ,contra
D100,La Libertad Avanza,salud_emergencia,ausente
D100,La Libertad Avanza,boleta_unica,favor
D100,La Libertad Avanza,ficha_limpia,favor
D100,La Libertad Avanza,reforma_politica,favor
D100,La Libertad Avanza,dnu_delegadas,favor
D100,La Libertad Avanza,tarifas_energia,favor
D101,La Libertad Avanza,ley_bases,favor
D101,La Libertad Avanza,reforma_laboral,favor
D101,La Libertad Avanza,presupuesto,favor
D101,La Libertad Avanza,privatizaciones,favor
D101,La Libertad Avanza,retenciones_agro,favor
D101,La Libertad Avanza,coparticipacion,contra
D101,La Libertad Avanza,obra_publica_prov,contra
D101,La Libertad Avanza,emergencia_jubilados,contra
D101,La Libertad Avanza,financiamiento_univ,contra
D101,La Libertad Avanza,salud_emergencia,contra
D101,La Libertad Avanza,boleta_unica,favor
D101,La Libertad Avanza,ficha_limpia,favor
D101,La Libertad Avanza,reforma_politica,favor
D101,La Libertad Avanza,dnu_delegadas,favor
D101,La Libertad Avanza,tarifas_energia,favor
D102,La Libertad Avanza,ley_bases,favor
D102,La Libertad Avanza,reforma_laboral,favor
D102,La Libertad Avanza,presupuesto,favor
D102,La Libertad Avanza,privatizaciones,favor
D102,La Libertad Avanza,retenciones_agro,favor
D102,La Libertad Avanza,coparticipacion,contra
D102,La Libertad Avanza,obra_publica_prov,contra
D102,La Libertad Avanza,emergencia_jubilados,ausente
D102,La Libertad Avanza,financiamiento_univ,contra
D102,La Libertad Avanza,salud_emergencia,contra
D102,La Libertad Avanza,boleta_unica,favor
D102,La Libertad Avanza,ficha_limpia,favor
D102,La Libertad Avanza,reforma_politica,contra
D102,La Libertad Avanza,dnu_delegadas,favor
D102,La Libertad Avanza,tarifas_energia,favor
D103,La Libertad Avanza,ley_bases,favor
D103,La Libertad Avanza,reforma_laboral,contra
D103,La Libertad Avanza,presupuesto,ausente
D103,La Libertad Avanza,privatizaciones,favor
D103,La Libertad Avanza,retenciones_agro,favor
D103,La Libertad Avanza,coparticipacion,contra
D103,La Libertad Avanza,obra_publica_prov,contra
D103,La Libertad Avanza,emergencia_jubilados,contra
D103,La Libertad Avanza,financiamiento_univ,contra
D103,La Libertad Avanza,salud_emergencia,contra
D103,La Libertad Avanza,boleta_unica,favor
D103,La Libertad Avanza,ficha_limpia,favor
D103,La Libertad Avanza,reforma_politica,contra
D103,La Libertad Avanza,dnu_delegadas,favor
D103,La Libertad Avanza,tarifas_energia,favor
D104,La Libertad Avanza,ley_bases,favor
D104,La Libertad Avanza,reforma_laboral,favor
D104,La Libertad Avanza,presupuesto,favor
D104,La Libertad Avanza,privatizaciones,favor
D104,La Libertad Avanza,retenciones_agro,favor
D104,La Libertad Avanza,coparticipacion,contra
D104,La Libertad Avanza,obra_publica_prov,contra
D104,La Libertad Avanza,emergencia_jubilados,contra
D104,La Libertad Avanza,financiamiento_univ,contra
D104,La Libertad Avanza,salud_emergencia,contra
D104,La Libertad Avanza,boleta_unica,favor
D104,La Libertad Avanza,ficha_limpia,favor
D104,La Libertad Avanza,reforma_politica,contra
D104,La Libertad Avanza,dnu_delegadas,favor
D104,La Libertad Avanza,tarifas_energia,favor
D105,La Libertad Avanza,ley_bases,favor
D105,La Libertad Avanza,reforma_laboral,favor
D105,La Libertad Avanza,presupuesto,favor
D105,La Libertad Avanza,privatizaciones,favor
D105,La Libertad Avanza,retenciones_agro,favor
D105,La Libertad Avanza,coparticipacion,contra
D105,La Libertad Avanza,obra_publica_prov,contra
D105,La Libertad Avanza,emergencia_jubilados,contra
D105,La Libertad Avanza,financiamiento_univ,favor
D105,La Libertad Avanza,salud_emergencia,contra
D105,La Libertad Avanza,boleta_unica,favor
D105,La Libertad Avanza,ficha_limpia,favor
D105,La Libertad Avanza,reforma_politica,favor
D105,La Libertad Avanza,dnu_delegadas,favor
D105,La Libertad Avanza,tarifas_energia,favor
D106,La Libertad Avanza,ley_bases,favor
D106,La Libertad Avanza,reforma_laboral,ausente
D106,La Libertad Avanza,presupuesto,favor
D106,La Libertad Avanza,privatizaciones,favor
D106,La Libertad Avanza,retenciones_agro,favor
D106,La Libertad Avanza,coparticipacion,favor
D106,La Libertad Avanza,obra_publica_prov,contra
D106,La Libertad Avanza,emergencia_jubilados,contra
D106,La Libertad Avanza,financiamiento_univ,contra
D106,La Libertad Avanza,salud_emergencia,contra
D106,La Libertad Avanza,boleta_unica,favor
D106,La Libertad Avanza,ficha_limpia,favor
D106,La Libertad Avanza,reforma_politica,contra
D106,La Libertad Avanza,dnu_delegadas,favor
D106,La Libertad Avanza,tarifas_energia,favor
D107,La Libertad Avanza,ley_bases,favor
D107,La Libertad Avanza,reforma_laboral,ausente
D107,La Libertad Avanza,presupuesto,favor
D107,La Libertad Avanza,privatizaciones,favor
D107,La Libertad Avanza,retenciones_agro,favor
D107,La Libertad Avanza,coparticipacion,contra
D107,La Libertad Avanza,obra_publica_prov,contra
D107,La Libertad Avanza,emergencia_jubilados,contra
D107,La Libertad Avanza,financiamiento_univ,contra
D107,La Libertad Avanza,salud_emergencia,contra
D107,La Libertad Avanza,boleta_unica,favor
D107,La Libertad Avanza,ficha_limpia,ausente
D107,La Libertad Avanza,reforma_politica,contra
D107,La Libertad Avanza,dnu_delegadas,favor
D107,La Libertad Avanza,tarifas_energia,favor
D108,La Libertad Avanza,ley_bases,favor
D108,La Libertad Avanza,reforma_laboral,favor
D108,La Libertad Avanza,presupuesto,favor
D108,La Libertad Avanza,privatizaciones,favor
D108,La Libertad Avanza,retenciones_agro,contra
D108,La Libertad Avanza,coparticipacion,contra
D108,La Libertad Avanza,obra_publica_prov,contra
D108,La Libertad Avanza,emergencia_jubilados,contra
D108,La Libertad Avanza,financiamiento_univ,contra
D108,La Libertad Avanza,salud_emergencia,favor
D108,La Libertad Avanza,boleta_unica,favor
D108,La Libertad Avanza,ficha_limpia,favor
D108,La Libertad Avanza,reforma_politica,favor
D108,La Libertad Avanza,dnu_delegadas,contra
D108,La Libertad Avanza,tarifas_energia,favor
D109,La Libertad Avanza,ley_bases,favor
D109,La Libertad Avanza,reforma_laboral,favor
D109,La Libertad Avanza,presupuesto,favor
D109,La Libertad Avanza,privatizaciones,favor
D109,La Libertad Avanza,retenciones_agro,favor
D109,La Libertad Avanza,coparticipacion,contra
D109,La Libertad Avanza,obra_publica_prov,contra
D109,La Libertad Avanza,emergencia_jubilados,contra
D109,La Libertad Avanza,financiamiento_univ,contra
D109,La Libertad Avanza,salud_emergencia,ausente
D109,La Libertad Avanza,boleta_unica,favor
D109,La Libertad Avanza,ficha_limpia,ausente
D109,La Libertad Avanza,reforma_politica,favor
D109,La Libertad Avanza,dnu_delegadas,favor
D109,La Libertad Avanza,tarifas_energia,favor
D110,La Libertad Avanza,ley_bases,favor
D110,La Libertad Avanza,reforma_laboral,favor
D110,La Libertad Avanza,presupuesto,favor
D110,La Libertad Avanza,privatizaciones,favor
D110,La Libertad Avanza,retenciones_agro,favor
D110,La Libertad Avanza,coparticipacion,contra
D110,La Libertad Avanza,obra_publica_prov,contra
D110,La Libertad Avanza,emergencia_jubilados,ausente
D110,La Libertad Avanza,financiamiento_univ,contra
D110,La Libertad Avanza,salud_emergencia,contra
D110,La Libertad Avanza,boleta_unica,favor
D110,La Libertad Avanza,ficha_limpia,favor
D110,La Libertad Avanza,reforma_politica,contra
D110,La Libertad Avanza,dnu_delegadas,favor
D110,La Libertad Avanza,tarifas_energia,favor
D111,La Libertad Avanza,ley_bases,favor
D111,La Libertad Avanza,reforma_laboral,ausente
D111,La Libertad Avanza,presupuesto,favor
D111,La Libertad Avanza,privatizaciones,ausente
D111,La Libertad Avanza,retenciones_agro,ausente
D111,La Libertad Avanza,coparticipacion,contra
D111,La Libertad Avanza,obra_publica_prov,contra
D111,La Libertad Avanza,emergencia_jubilados,contra
D111,La Libertad Avanza,financiamiento_univ,contra
D111,La Libertad Avanza,salud_emergencia,contra
D111,La Libertad Avanza,boleta_unica,favor
D111,La Libertad Avanza,ficha_limpia,favor
D111,La Libertad Avanza,reforma_politica,contra
D111,La Libertad Avanza,dnu_delegadas,favor
D111,La Libertad Avanza,tarifas_energia,favor
D112,La Libertad Avanza,ley_bases,favor
D112,La Libertad Avanza,reforma_laboral,favor
D112,La Libertad Avanza,presupuesto,favor
D112,La Libertad Avanza,privatizaciones,favor
D112,La Libertad Avanza,retenciones_agro,favor
D112,La Libertad Avanza,coparticipacion,contra
D112,La Libertad Avanza,obra_publica_prov,contra
D112,La Libertad Avanza,emergencia_jubilados,contra
D112,La Libertad Avanza,financiamiento_univ,contra
D112,La Libertad Avanza,salud_emergencia,contra
D112,La Libertad Avanza,boleta_unica,favor
D112,La Libertad Avanza,ficha_limpia,favor
D112,La Libertad Avanza,reforma_politica,favor
D112,La Libertad Avanza,dnu_delegadas,favor
D112,La Libertad Avanza,tarifas_energia,favor
D113,La Libertad Avanza,ley_bases,favor
D113,La Libertad Avanza,reforma_laboral,favor
D113,La Libertad Avanza,presupuesto,favor
D113,La Libertad Avanza,privatizaciones,favor
D113,La Libertad Avanza,retenciones_agro,contra
D113,La Libertad Avanza,coparticipacion,contra
D113,La Libertad Avanza,obra_publica_prov,contra
D113,La Libertad Avanza,emergencia_jubilados,contra
D113,La Libertad Avanza,financiamiento_univ,contra
D113,La Libertad Avanza,salud_emergencia,contra
D113,La Libertad Avanza,boleta_unica,favor
D113,La Libertad Avanza,ficha_limpia,favor
D113,La Libertad Avanza,reforma_politica,favor
D113,La Libertad Avanza,dnu_delegadas,ausente
D113,La Libertad Avanza,tarifas_energia,favor
D114,La Libertad Avanza,ley_bases,favor
D114,La Libertad Avanza,reforma_laboral,favor
D114,La Libertad Avanza,presupuesto,favor
D114,La Libertad Avanza,privatizaciones,favor
D114,La Libertad Avanza,retenciones_agro,favor
D114,La Libertad Avanza,coparticipacion,contra
D114,La Libertad Avanza,obra_publica_prov,contra
D114,La Libertad Avanza,emergencia_jubilados,contra
D114,La Libertad Avanza,financiamiento_univ,contra
D114,La Libertad Avanza,salud_emergencia,contra
D114,La Libertad Avanza,boleta_unica,favor
D114,La Libertad Avanza,ficha_limpia,favor
D114,La Libertad Avanza,reforma_politica,favor
D114,La Libertad Avanza,dnu_delegadas,favor
D114,La Libertad Avanza,tarifas_energia,favor
D115,La Libertad Avanza,ley_bases,favor
D115,La Libertad Avanza,reforma_laboral,favor
D115,La Libertad Avanza,presupuesto,favor
D115,La Libertad Avanza,privatizaciones,favor
D115,La Libertad Avanza,retenciones_agro,favor
D115,La Libertad Avanza,coparticipacion,contra
D115,La Libertad Avanza,obra_publica_prov,ausente
D115,La Libertad Avanza,emergencia_jubilados,ausente
D115,La Libertad Avanza,financiamiento_univ,contra
D115,La Libertad Avanza,salud_emergencia,contra
D115,La Libertad Avanza,boleta_unica,favor
D115,La Libertad Avanza,ficha_limpia,favor
D115,La Libertad Avanza,reforma_politica,favor
D115,La Libertad Avanza,dnu_delegadas,favor
D115,La Libertad Avanza,tarifas_energia,favor
D116,La Libertad Avanza,ley_bases,favor
D116,La Libertad Avanza,reforma_laboral,favor
D116,La Libertad Avanza,presupuesto,favor
D116,La Libertad Avanza,privatizaciones,favor
D116,La Libertad Avanza,retenciones_agro,favor
D116,La Libertad Avanza,coparticipacion,contra
D116,La Libertad Avanza,obra_publica_prov,ausente
D116,La Libertad Avanza,emergencia_jubilados,ausente
D116,La Libertad Avanza,financiamiento_univ,contra
D116,La Libertad Avanza,salud_emergencia,ausente
D116,La Libertad Avanza,boleta_unica,favor
D116,La Libertad Avanza,ficha_limpia,favor
D116,La Libertad Avanza,reforma_politica,favor
D116,La Libertad Avanza,dnu_delegadas,favor
D116,La Libertad Avanza,tarifas_energia,favor
D117,La Libertad Avanza,ley_bases,favor
D117,La Libertad Avanza,reforma_laboral,favor
D117,La Libertad Avanza,presupuesto,favor
D117,La Libertad Avanza,privatizaciones,favor
D117,La Libertad Avanza,retenciones_agro,favor
D117,La Libertad Avanza,coparticipacion,contra
D117,La Libertad Avanza,obra_publica_prov,contra
D117,La Libertad Avanza,emergencia_jubilados,ausente
D117,La Libertad Avanza,financiamiento_univ,contra
D117,La Libertad Avanza,salud_emergencia,contra
D117,La Libertad Avanza,boleta_unica,favor
D117,La Libertad Avanza,ficha_limpia,favor
D117,La Libertad Avanza,reforma_politica,favor
D117,La Libertad Avanza,dnu_delegadas,favor
D117,La Libertad Avanza,tarifas_energia,favor
D118,La Libertad Avanza,ley_bases,favor
D118,La Libertad Avanza,reforma_laboral,favor
D118,La Libertad Avanza,presupuesto,favor
D118,La Libertad Avanza,privatizaciones,favor
D118,La Libertad Avanza,retenciones_agro,favor
D118,La Libertad Avanza,coparticipacion,contra
D118,La Libertad Avanza,obra_publica_prov,ausente
D118,La Libertad Avanza,emergencia_jubilados,contra
D118,La Libertad Avanza,financiamiento_univ,contra
D118,La Libertad Avanza,salud_emergencia,contra
D118,La Libertad Avanza,boleta_unica,favor
D118,La Libertad Avanza,ficha_limpia,favor
D118,La Libertad Avanza,reforma_politica,contra
D118,La Libertad Avanza,dnu_delegadas,favor
D118,La Libertad Avanza,tarifas_energia,contra
D119,La Libertad Avanza,ley_bases,favor
D119,La Libertad Avanza,reforma_laboral,favor
D119,La Libertad Avanza,presupuesto,favor
D119,La Libertad Avanza,privatizaciones,favor
D119,La Libertad Avanza,retenciones_agro,favor
D119,La Libertad Avanza,coparticipacion,contra
D119,La Libertad Avanza,obra_publica_prov,contra
D119,La Libertad Avanza,emergencia_jubilados,contra
D119,La Libertad Avanza,financiamiento_univ,ausente
D119,La Libertad Avanza,salud_emergencia,contra
D119,La Libertad Avanza,boleta_unica,favor
D119,La Libertad Avanza,ficha_limpia,favor
D119,La Libertad Avanza,reforma_politica,ausente
D119,La Libertad Avanza,dnu_delegadas,favor
D119,La Libertad Avanza,tarifas_energia,ausente
D120,La Libertad Avanza,ley_bases,favor
D120,La Libertad Avanza,reforma_laboral,contra
D120,La Libertad Avanza,presupuesto,favor
D120,La Libertad Avanza,privatizaciones,favor
D120,La Libertad Avanza,retenciones_agro,favor
D120,La Libertad Avanza,coparticipacion,contra
D120,La Libertad Avanza,obra_publica_prov,contra
D120,La Libertad Avanza,emergencia_jubilados,contra
D120,La Libertad Avanza,financiamiento_univ,contra
D120,La Libertad Avanza,salud_emergencia,contra
D120,La Libertad Avanza,boleta_unica,favor
D120,La Libertad Avanza,ficha_limpia,favor
D120,La Libertad Avanza,reforma_politica,favor
D120,La Libertad Avanza,dnu_delegadas,favor
D120,La Libertad Avanza,tarifas_energia,favor
D121,La Libertad Avanza,ley_bases,favor
D121,La Libertad Avanza,reforma_laboral,favor
