encuesta,estrato,region,sexo,edad,nivel_educativo,cantidad_de_integrantes_en_el_hogar,voto,voto_anterior
Nacional,Buenos Aires,Región Metropolitana,masculino,23,sec,3,Massa,Fernández
Nacional,Buenos Aires,Región Metropolitana,femenino,26,sec,4,Milei,Lavagna
Nacional,Santa Fe,Región Pampeana,masculino,19,univ,1,Bullrich,Lavagna
Nacional,Entre Ríos,Región Pampeana,masculino,26,prim,2,Milei,Macri
Nacional,Entre Ríos,Región Pampeana,masculino,27,sec,3,Massa,Fernández
Nacional,Buenos Aires,Región Metropolitana,masculino,50,sec,2,Massa,Fernández
Nacional,Buenos Aires,Región Metropolitana,masculino,20,terc,5,Milei,Fernández
Nacional,Santa Fe,Región Pampeana,femenino,77,univ,2,Milei,Fernández
Nacional,Ciudad de Buenos Aires,Región Metropolitana,masculino,35,sec,5,Milei,Macri
Nacional,Chubut,Región Patagonia,masculino,69,sec,4,Milei,Fernández
Nacional,Córdoba,Región Pampeana,masculino,52,sec,3,Bullrich,Lavagna
Nacional,La Rioja,Región NOA,femenino,26,prim,3,Milei,Fernández
Nacional,Buenos Aires,Región Metropolitana,femenino,55,sec,5,Massa,Fernández
Nacional,Buenos Aires,Región Metropolitana,femenino,69,prim,5,Otro/Blanco,Fernández
Nacional,Buenos Aires,Región Metropolitana,femenino,37,sec,5,Massa,Fernández
Nacional,Buenos Aires,Región Metropolitana,femenino,28,univ,2,Milei,Fernández
Nacional,Mendoza,Región Cuyo,masculino,28,prim,2,Massa,Fernández
Nacional,Tucumán,Región NOA,masculino,29,sec,4,Bullrich,Macri
Nacional,Ciudad de Buenos Aires,Región Metropolitana,femenino,39,prim,4,Milei,Macri
Nacional,Santiago del Estero,Región NOA,femenino,47,terc,2,Otro/Blanco,Macri
Nacional,Buenos Aires,Región Metropolitana,masculino,25,prim,1,Milei,Otro/Blanco
Nacional,Entre Ríos,Región Pampeana,femenino,62,prim,6,Schiaretti,Macri
Nacional,Neuquén,Región Patagonia,femenino,42,prim,1,Massa,Fernández
Nacional,Buenos Aires,Región Metropolitana,masculino,45,univ,2,Otro/Blanco,Otro/Blanco
Nacional,Buenos Aires,Región Metropolitana,femenino,35,sec,2,Milei,Macri
Nacional,Ciudad de Buenos Aires,Región Metropolitana,masculino,20,sec,3,Milei,Fernández
Nacional,Buenos Aires,Región Metropolitana,femenino,54,univ,2,Schiaretti,Fernández
Nacional,Córdoba,Región Pampeana,masculino,21,prim,2,Schiaretti,Macri
Nacional,Buenos Aires,Región Metropolitana,masculino,25,sec,6,Bullrich,Macri
Nacional,Buenos Aires,Región Metropolitana,masculino,53,prim,1,Schiaretti,Lavagna
Nacional,Mendoza,Región Cuyo,femenino,57,sec,3,Schiaretti,Lavagna
Nacional,Buenos Aires,Región Metropolitana,masculino,26,pos,4,Schiaretti,Otro/Blanco
Nacional,Buenos Aires,Región Metropolitana,masculino,66,sec,2,Bullrich,Macri
Nacional,Córdoba,Región Pampeana,femenino,54,sec,2,Bullrich,Macri
Nacional,Buenos Aires,Región Metropolitana,femenino,59,sec,2,Massa,Fernández
Nacional,Buenos Aires,Región Metropolitana,femenino,52,terc,3,Massa,Lavagna
Nacional,Buenos Aires,Región Metropolitana,masculino,29,sec,1,Schiaretti,Fernández
Nacional,Chubut,Región Patagonia,femenino,22,sec,4,Milei,Macri
Nacional,Buenos Aires,Región Metropolitana,femenino,49,sec,2,Massa,Fernández
Nacional,Buenos Aires,Región Metropolitana,femenino,73,pos,4,Bullrich,Macri
Nacional,Buenos Aires,Región Metropolitana,femenino,63,prim,4,Massa,Fernández
Nacional,Buenos Aires,Región Metropolitana,femenino,79,prim,1,Massa,Fernández
Nacional,Buenos Aires,Región Metropolitana,femenino,49,prim,3,Massa,Fernández
Nacional,Buenos Aires,Región Metropolitana,femenino,49,terc,2,Milei,Macri
Nacional,Santa Fe,Región Pampeana,femenino,32,sec,3,Massa,Fernández
Nacional,Buenos Aires,Región Metropolitana,femenino,51,sec,2,Bullrich,Macri
Nacional,Buenos Aires,Región Metropolitana,femenino,24,sec,6,Otro/Blanco,Fernández
Nacional,Buenos Aires,Región Metropolitana,masculino,26,sec,3,Massa,Macri
Nacional,Buenos Aires,Región Metropolitana,femenino,29,sec,5,Otro/Blanco,Otro/Blanco
Nacional,Neuquén,Región Patagonia,femenino,83,univ,2,Milei,Fernández
Nacional,Santa Fe,Región Pampeana,femenino,23,terc,3,Milei,Macri
Nacional,Ciudad de Buenos Aires,Región Metropolitana,femenino,25,sec,3,Bullrich,Macri
Nacional,Buenos Aires,Región Metropolitana,masculino,28,prim,2,Massa,Fernández
Nacional,Córdoba,Región Pampeana,masculino,23,sec,2,Bullrich,Macri
Nacional,Corrientes,Región NEA,masculino,23,sec,1,Bullrich,Macri
Nacional,Mendoza,Región Cuyo,femenino,59,sec,4,Bullrich,Macri
Nacional,Mendoza,Región Cuyo,masculino,22,prim,4,Milei,Macri
Nacional,Santa Fe,Región Pampeana,femenino,21,terc,2,Massa,Fernández
Nacional,Santiago del Estero,Región NOA,femenino,57,sec,4,Bullrich,Macri
Nacional,Tucumán,Región NOA,masculino,40,sec,4,Massa,Fernández
Nacional,Ciudad de Buenos Aires,Región Metropolitana,masculino,46,terc,2,Otro/Blanco,Otro/Blanco
Nacional,Santa Fe,Región Pampeana,masculino,32,terc,3,Bullrich,Macri
Nacional,Santa Fe,Región Pampeana,femenino,83,sec,4,Massa,Macri
Nacional,Ciudad de Buenos Aires,Región Metropolitana,femenino,58,terc,6,Schiaretti,Fernández
Nacional,Buenos Aires,Región Metropolitana,masculino,42,prim,4,Bullrich,Otro/Blanco
Nacional,Buenos Aires,Región Metropolitana,femenino,51,univ,4,Massa,Lavagna
Nacional,Ciudad de Buenos Aires,Región Metropolitana,femenino,56,sec,1,Bullrich,Macri
Nacional,Buenos Aires,Región Metropolitana,femenino,49,prim,2,Milei,Macri
Nacional,La Rioja,Región NOA,femenino,69,sec,2,Milei,Fernández
Nacional,Ciudad de Buenos Aires,Región Metropolitana,femenino,64,sec,4,Bullrich,Fernández
Nacional,Buenos Aires,Región Metropolitana,masculino,64,sec,3,Bullrich,Macri
Nacional,Mendoza,Región Cuyo,femenino,26,prim,2,Milei,Fernández
Nacional,Mendoza,Región Cuyo,masculino,30,terc,4,Milei,Macri
Nacional,Entre Ríos,Región Pampeana,femenino,23,prim,2,Milei,Fernández
Nacional,Ciudad de Buenos Aires,Región Metropolitana,masculino,33,prim,1,Milei,Macri
Nacional,Ciudad de Buenos Aires,Región Metropolitana,masculino,47,univ,3,Bullrich,Macri
Nacional,Buenos Aires,Región Metropolitana,masculino,38,terc,1,Milei,Macri
Nacional,San Juan,Región Cuyo,femenino,23,prim,1,Massa,Fernández
Nacional,Córdoba,Región Pampeana,femenino,34,prim,4,Milei,Macri
Nacional,Misiones,Región NEA,masculino,25,sec,3,Massa,Lavagna
Nacional,Ciudad de Buenos Aires,Región Metropolitana,masculino,36,sec,3,Otro/Blanco,Fernández
Nacional,Chaco,Región NEA,masculino,84,prim,1,Milei,Macri
Nacional,Buenos Aires,Región Metropolitana,femenino,49,sec,3,Bullrich,Fernández
Nacional,Misiones,Región NEA,masculino,22,sec,1,Schiaretti,Fernández
Nacional,Tierra del Fuego,Región Patagonia,femenino,19,sec,2,Milei,Lavagna
Nacional,Chubut,Región Patagonia,masculino,79,prim,3,Massa,Fernández
Nacional,Ciudad de Buenos Aires,Región Metropolitana,femenino,37,univ,4,Massa,Fernández
Nacional,Buenos Aires,Región Metropolitana,femenino,74,sec,2,Milei,Otro/Blanco
Nacional,Buenos Aires,Región Metropolitana,masculino,42,sec,4,Massa,Fernández
Nacional,Buenos Aires,Región Metropolitana,femenino,43,prim,2,Massa,Fernández
Nacional,Mendoza,Región Cuyo,masculino,50,prim,3,Milei,Fernández
Nacional,Buenos Aires,Región Metropolitana,femenino,46,prim,4,Massa,Fernández
Nacional,Misiones,Región NEA,masculino,21,sec,2,Bregman,Otro/Blanco
Nacional,Tucumán,Región NOA,femenino,31,univ,4,Massa,Fernández
Nacional,Chaco,Región NEA,masculino,16,univ,5,Schiaretti,Fernández
Nacional,Buenos Aires,Región Metropolitana,masculino,51,prim,2,Bullrich,Macri
Nacional,Santa Fe,Región Pampeana,femenino,44,sec,3,Milei,Fernández
Nacional,Santiago del Estero,Región NOA,femenino,59,terc,3,Milei,Macri
Nacional,Chubut,Región Patagonia,masculino,43,prim,3,Schiaretti,Fernández
Nacional,Ciudad de Buenos Aires,Región Metropolitana,masculino,42,terc,1,Milei,Lavagna
Nacional,Ciudad de Buenos Aires,Región Metropolitana,masculino,51,univ,2,Otro/Blanco,Fernández
Nacional,Buenos Aires,Región Metropolitana,femenino,49,sec,2,Milei,Macri
Nacional,Buenos Aires,Región Metropolitana,femenino,49,sec,1,Milei,Otro/Blanco
Nacional,Buenos Aires,Región Metropolitana,masculino,75,sec,2,Milei,Lavagna
Nacional,Chaco,Región NEA,femenino,46,sec,3,Otro/Blanco,Fernández
Nacional,Buenos Aires,Región Metropolitana,masculino,79,prim,3,Bullrich,Macri
Nacional,Buenos Aires,Región Metropolitana,femenino,80,prim,5,Otro/Blanco,Fernández
Nacional,Buenos Aires,Región Metropolitana,masculino,52,terc,4,Massa,Fernández
Nacional,Ciudad de Buenos Aires,Región Metropolitana,masculino,25,prim,4,Milei,Macri
Nacional,Salta,Región NOA,masculino,23,terc,4,Milei,Fernández
Nacional,Santa Fe,Región Pampeana,masculino,20,pos,4,Massa,Fernández
Nacional,Ciudad de Buenos Aires,Región Metropolitana,femenino,31,sec,3,Massa,Fernández
Nacional,Mendoza,Región Cuyo,femenino,42,sec,2,Otro/Blanco,Fernández
Nacional,Ciudad de Buenos Aires,Región Metropolitana,masculino,61,prim,4,Milei,Fernández
Nacional,Córdoba,Región Pampeana,masculino,46,sec,3,Massa,Lavagna
Nacional,Buenos Aires,Región Metropolitana,femenino,45,prim,2,Massa,Fernández
Nacional,Santa Fe,Región Pampeana,femenino,33,prim,1,Milei,Macri
Nacional,Buenos Aires,Región Metropolitana,masculino,28,univ,4,Otro/Blanco,Lavagna
Nacional,Buenos Aires,Región Metropolitana,masculino,43,prim,1,Bullrich,Macri
Nacional,Buenos Aires,Región Metropolitana,femenino,16,univ,2,Milei,Fernández
Nacional,Mendoza,Región Cuyo,masculino,30,terc,6,Milei,Macri
Nacional,Buenos Aires,Región Metropolitana,femenino,27,univ,4,Otro/Blanco,Fernández
Nacional,Corrientes,Región NEA,femenino,42,sec,1,Milei,Macri
Nacional,Tucumán,Región NOA,masculino,18,sec,4,Milei,Macri
Nacional,La Rioja,Región NOA,masculino,45,univ,3,Milei,Macri
Nacional,Chubut,Región Patagonia,femenino,31,sec,3,Schiaretti,Lavagna
Nacional,Mendoza,Región Cuyo,masculino,53,prim,4,Massa,Fernández
Nacional,Buenos Aires,Región Metropolitana,masculino,34,prim,4,Otro/Blanco,Fernández
Nacional,Buenos Aires,Región Metropolitana,femenino,65,sec,3,Massa,Lavagna
Nacional,Ciudad de Buenos Aires,Región Metropolitana,masculino,55,univ,2,Milei,Macri
Nacional,Buenos Aires,Región Metropolitana,masculino,28,sec,4,Milei,Fernández
Nacional,Buenos Aires,Región Metropolitana,femenino,41,sec,1,Milei,Macri
Nacional,Ciudad de Buenos Aires,Región Metropolitana,masculino,58,sec,2,Bullrich,Macri
Nacional,Buenos Aires,Región Metropolitana,femenino,33,terc,2,Milei,Macri
Nacional,Santiago del Estero,Región NOA,femenino,41,terc,4,Massa,Fernández
Nacional,Buenos Aires,Región Metropolitana,femenino,67,univ,3,Bullrich,Macri
Nacional,Neuquén,Región Patagonia,femenino,37,sec,4,Otro/Blanco,Fernández
Nacional,Salta,Región NOA,masculino,55,prim,2,Otro/Blanco,Otro/Blanco
Nacional,Santa Fe,Región Pampeana,femenino,67,sec,2,Schiaretti,Fernández
Nacional,Río Negro,Región Patagonia,masculino,48,terc,1,Bullrich,Macri
Nacional,Buenos Aires,Región Metropolitana,femenino,31,univ,2,Milei,Macri
Nacional,Ciudad de Buenos Aires,Región Metropolitana,masculino,37,prim,2,Milei,Fernández
Nacional,Buenos Aires,Región Metropolitana,masculino,68,pos,2,Massa,Fernández
Nacional,Buenos Aires,Región Metropolitana,masculino,25,sec,2,Milei,Fernández
Nacional,Buenos Aires,Región Metropolitana,femenino,25,prim,1,Otro/Blanco,Lavagna
Nacional,Salta,Región NOA,femenino,43,terc,1,Milei,Lavagna
Nacional,Buenos Aires,Región Metropolitana,femenino,73,univ,5,Bullrich,Macri
Nacional,Ciudad de Buenos Aires,Región Metropolitana,masculino,25,sec,2,Massa,Fernández
Nacional,Santa Fe,Región Pampeana,femenino,29,sec,3,Bullrich,Macri
Nacional,Salta,Región NOA,femenino,23,sec,2,Massa,Fernández
Nacional,Córdoba,Región Pampeana,femenino,25,sec,4,Bullrich,Macri
Nacional,Buenos Aires,Región Metropolitana,femenino,26,sec,4,Massa,Fernández
Nacional,Santa Cruz,Región Patagonia,femenino,36,univ,3,Massa,Fernández
Nacional,San Juan,Región Cuyo,femenino,18,prim,2,Massa,Fernández
Nacional,Buenos Aires,Región Metropolitana,femenino,42,terc,4,Bullrich,Macri
Nacional,Buenos Aires,Región Metropolitana,masculino,18,terc,3,Bullrich,Macri
Nacional,Chaco,Región NEA,femenino,16,prim,4,Milei,Fernández
Nacional,Buenos Aires,Región Metropolitana,masculino,33,prim,1,Otro/Blanco,Lavagna
Nacional,Ciudad de Buenos Aires,Región Metropolitana,masculino,32,terc,3,Schiaretti,Fernández
Nacional,Salta,Región NOA,masculino,46,prim,3,Bullrich,Macri
Nacional,Jujuy,Región NOA,masculino,49,sec,4,Bullrich,Macri
Nacional,Buenos Aires,Región Metropolitana,femenino,65,sec,2,Massa,Fernández
Nacional,Buenos Aires,Región Metropolitana,masculino,40,terc,2,Massa,Fernández
Nacional,Santa Fe,Región Pampeana,masculino,26,prim,5,Bregman,Macri
Nacional,Córdoba,Región Pampeana,masculino,79,sec,1,Milei,Fernández
Nacional,Corrientes,Región NEA,masculino,59,terc,1,Milei,Lavagna
Nacional,Corrientes,Región NEA,masculino,22,sec,2,Bullrich,Macri
Nacional,Buenos Aires,Región Metropolitana,masculino,57,sec,6,Massa,Fernández
Nacional,Buenos Aires,Región Metropolitana,femenino,24,univ,5,Milei,Fernández
Nacional,Córdoba,Región Pampeana,masculino,27,sec,4,Bullrich,Macri
Nacional,Córdoba,Región Pampeana,femenino,31,prim,2,Massa,Lavagna
Nacional,Buenos Aires,Región Metropolitana,femenino,33,sec,6,Massa,Fernández
Nacional,Chaco,Región NEA,femenino,19,univ,6,Massa,Fernández
Nacional,Buenos Aires,Región Metropolitana,masculino,41,prim,3,Massa,Fernández
Nacional,Córdoba,Región Pampeana,masculino,54,prim,5,Milei,Macri
Nacional,Mendoza,Región Cuyo,femenino,41,sec,4,Milei,Fernández
Nacional,Chaco,Región NEA,femenino,51,prim,1,Milei,Fernández
Nacional,Tucumán,Región NOA,femenino,17,terc,4,Massa,Fernández
Nacional,Ciudad de Buenos Aires,Región Metropolitana,femenino,23,univ,3,Bregman,Fernández
Nacional,Buenos Aires,Región Metropolitana,masculino,30,prim,2,Massa,Fernández
Nacional,Chaco,Región NEA,femenino,51,sec,2,Massa,Otro/Blanco
Nacional,Mendoza,Región Cuyo,masculino,29,sec,2,Milei,Otro/Blanco
Nacional,Buenos Aires,Región Metropolitana,femenino,19,univ,6,Milei,Fernández
Nacional,Buenos Aires,Región Metropolitana,masculino,20,univ,1,Massa,Fernández
Nacional,Córdoba,Región Pampeana,masculino,82,prim,2,Bullrich,Otro/Blanco
Nacional,Misiones,Región NEA,femenino,22,sec,4,Massa,Fernández
Nacional,Buenos Aires,Región Metropolitana,femenino,31,univ,2,Schiaretti,Fernández
Nacional,Buenos Aires,Región Metropolitana,femenino,37,univ,3,Bregman,Fernández
Nacional,Corrientes,Región NEA,masculino,20,terc,1,Massa,Fernández
Nacional,Córdoba,Región Pampeana,femenino,40,univ,6,Bullrich,Macri
Nacional,Buenos Aires,Región Metropolitana,femenino,27,sec,2,Massa,Fernández
Nacional,Salta,Región NOA,masculino,27,univ,2,Bullrich,Macri
Nacional,Entre Ríos,Región Pampeana,femenino,57,sec,3,Massa,Fernández
Nacional,Ciudad de Buenos Aires,Región Metropolitana,femenino,84,prim,2,Massa,Fernández
Nacional,Buenos Aires,Región Metropolitana,masculino,39,sec,2,Otro/Blanco,Fernández
Nacional,Ciudad de Buenos Aires,Región Metropolitana,femenino,71,pos,4,Massa,Fernández
Nacional,Ciudad de Buenos Aires,Región Metropolitana,masculino,48,sec,4,Bullrich,Macri
Nacional,La Pampa,Región Pampeana,femenino,21,univ,4,Milei,Macri
Nacional,Buenos Aires,Región Metropolitana,femenino,28,prim,5,Bregman,Otro/Blanco
Nacional,Córdoba,Región Pampeana,femenino,40,prim,2,Milei,Fernández
Nacional,Chaco,Región NEA,masculino,53,sec,6,Massa,Fernández
Nacional,Tucumán,Región NOA,femenino,46,terc,2,Milei,Fernández
Nacional,Buenos Aires,Región Metropolitana,masculino,19,sec,1,Otro/Blanco,Otro/Blanco
Nacional,Mendoza,Región Cuyo,masculino,26,univ,2,Milei,Macri
Nacional,Río Negro,Región Patagonia,femenino,67,univ,2,Milei,Fernández
Nacional,Buenos Aires,Región Metropolitana,masculino,28,sec,4,Milei,Fernández
Nacional,Buenos Aires,Región Metropolitana,femenino,59,sec,3,Bullrich,Macri
Nacional,Buenos Aires,Región Metropolitana,masculino,27,terc,3,Massa,Fernández
Nacional,Entre Ríos,Región Pampeana,masculino,44,sec,3,Massa,Fernández
Nacional,Buenos Aires,Región Metropolitana,masculino,57,prim,4,Milei,Fernández
Nacional,Buenos Aires,Región Metropolitana,femenino,26,sec,3,Milei,Macri
Nacional,Ciudad de Buenos Aires,Región Metropolitana,femenino,51,sec,3,Milei,Fernández
Nacional,Salta,Región NOA,femenino,35,sec,3,Bullrich,Macri
Nacional,Buenos Aires,Región Metropolitana,masculino,21,sec,6,Massa,Fernández
Nacional,Entre Ríos,Región Pampeana,masculino,24,terc,3,Milei,Fernández
Nacional,Buenos Aires,Región Metropolitana,femenino,22,sec,1,Bullrich,Fernández
Nacional,Mendoza,Región Cuyo,masculino,38,prim,1,Massa,Fernández
Nacional,Córdoba,Región Pampeana,femenino,72,terc,4,Massa,Fernández
Nacional,Buenos Aires,Región Metropolitana,masculino,39,sec,4,Massa,Fernández
Nacional,Mendoza,Región Cuyo,masculino,22,sec,6,Massa,Fernández
Nacional,Córdoba,Región Pampeana,femenino,37,sec,6,Milei,Macri
Nacional,Chubut,Región Patagonia,femenino,41,sec,2,Bullrich,Macri
Nacional,Corrientes,Región NEA,masculino,36,sec,1,Milei,Fernández
Nacional,Buenos Aires,Región Metropolitana,masculino,50,pos,2,Bullrich,Macri
Nacional,Salta,Región NOA,femenino,60,prim,4,Otro/Blanco,Otro/Blanco
Nacional,Jujuy,Región NOA,masculino,25,sec,1,Bregman,Otro/Blanco
Nacional,Buenos Aires,Región Metropolitana,masculino,49,prim,4,Milei,Macri
Nacional,Tucumán,Región NOA,femenino,28,terc,4,Massa,Fernández
Nacional,Buenos Aires,Región Metropolitana,masculino,32,univ,4,Otro/Blanco,Fernández
Nacional,Río Negro,Región Patagonia,masculino,20,univ,2,Massa,Fernández
Nacional,Buenos Aires,Región Metropolitana,femenino,40,prim,4,Massa,Fernández
Nacional,Ciudad de Buenos Aires,Región Metropolitana,masculino,22,sec,4,Massa,Fernández
Nacional,Buenos Aires,Región Metropolitana,masculino,84,terc,2,Milei,Fernández
Nacional,Santa Fe,Región Pampeana,masculino,22,prim,4,Massa,Fernández
Nacional,Tucumán,Región NOA,masculino,42,prim,3,Schiaretti,Macri
Nacional,Buenos Aires,Región Metropolitana,masculino,41,sec,4,Bullrich,Macri
Nacional,Buenos Aires,Región Metropolitana,femenino,35,sec,3,Massa,Fernández
Nacional,Chaco,Región NEA,masculino,24,prim,5,Milei,Macri
Nacional,Santa Cruz,Región Patagonia,masculino,68,sec,5,Otro/Blanco,Fernández
Nacional,Corrientes,Región NEA,femenino,16,sec,3,Milei,Lavagna
Nacional,Misiones,Región NEA,femenino,39,prim,4,Otro/Blanco,Otro/Blanco
Nacional,Mendoza,Región Cuyo,femenino,30,sec,5,Massa,Fernández
Nacional,Ciudad de Buenos Aires,Región Metropolitana,femenino,29,prim,2,Bullrich,Fernández
Nacional,Chaco,Región NEA,femenino,50,sec,3,Bullrich,Macri
Nacional,Ciudad de Buenos Aires,Región Metropolitana,masculino,46,prim,2,Massa,Fernández
Nacional,Ciudad de Buenos Aires,Región Metropolitana,femenino,37,sec,2,Otro/Blanco,Fernández
Nacional,Buenos Aires,Región Metropolitana,femenino,70,prim,2,Milei,Fernández
Nacional,Formosa,Región NEA,masculino,58,prim,1,Otro/Blanco,Otro/Blanco
Nacional,Buenos Aires,Región Metropolitana,femenino,26,sec,4,Milei,Otro/Blanco
Nacional,Ciudad de Buenos Aires,Región Metropolitana,masculino,38,prim,2,Bullrich,Macri
Nacional,Ciudad de Buenos Aires,Región Metropolitana,masculino,44,sec,2,Milei,Macri
Nacional,Santa Fe,Región Pampeana,femenino,36,sec,5,Milei,Otro/Blanco
Nacional,Buenos Aires,Región Metropolitana,masculino,27,sec,4,Bullrich,Macri
Nacional,Buenos Aires,Región Metropolitana,femenino,52,prim,2,Milei,Macri
Nacional,Buenos Aires,Región Metropolitana,masculino,42,terc,2,Bullrich,Macri
Nacional,Buenos Aires,Región Metropolitana,femenino,34,pos,1,Bregman,Macri
Nacional,Buenos Aires,Región Metropolitana,femenino,30,sec,2,Massa,Fernández
Nacional,La Rioja,Región NOA,femenino,32,prim,4,Schiaretti,Lavagna
Nacional,Buenos Aires,Región Metropolitana,masculino,37,sec,4,Bullrich,Macri
Nacional,Jujuy,Región NOA,femenino,28,sec,3,Massa,Fernández
Nacional,Buenos Aires,Región Metropolitana,masculino,84,prim,1,Massa,Fernández
Nacional,Salta,Región NOA,femenino,24,prim,4,Massa,Fernández
Nacional,Buenos Aires,Región Metropolitana,femenino,16,prim,4,Massa,Fernández
Nacional,Tucumán,Región NOA,femenino,32,prim,2,Milei,Macri
Nacional,Salta,Región NOA,femenino,59,sec,2,Massa,Fernández
Nacional,Entre Ríos,Región Pampeana,femenino,19,sec,1,Massa,Fernández
Nacional,Buenos Aires,Región Metropolitana,femenino,56,sec,2,Massa,Fernández
Nacional,Santa Fe,Región Pampeana,femenino,85,prim,4,Milei,Macri
Nacional,Salta,Región NOA,masculino,20,terc,4,Bullrich,Macri
Nacional,Buenos Aires,Región Metropolitana,femenino,41,sec,2,Massa,Lavagna
Nacional,Santiago del Estero,Región NOA,femenino,21,sec,3,Bullrich,Macri
Nacional,Santa Fe,Región Pampeana,masculino,27,prim,5,Massa,Fernández
Nacional,Mendoza,Región Cuyo,femenino,24,univ,2,Bullrich,Macri
Nacional,Buenos Aires,Región Metropolitana,femenino,26,terc,4,Milei,Macri
Nacional,Buenos Aires,Región Metropolitana,masculino,80,sec,4,Milei,Macri
Nacional,Salta,Región NOA,femenino,17,univ,5,Milei,Macri
Nacional,Buenos Aires,Región Metropolitana,masculino,42,sec,3,Massa,Fernández
Nacional,Buenos Aires,Región Metropolitana,femenino,53,sec,4,Milei,Macri
Nacional,Buenos Aires,Región Metropolitana,masculino,54,sec,3,Massa,Otro/Blanco
Nacional,Buenos Aires,Región Metropolitana,masculino,41,sec,4,Massa,Fernández
Nacional,Entre Ríos,Región Pampeana,masculino,43,prim,1,Otro/Blanco,Fernández
Nacional,Buenos Aires,Región Metropolitana,masculino,29,terc,4,Bullrich,Macri
Nacional,Santa Fe,Región Pampeana,masculino,57,prim,3,Bregman,Macri
Nacional,Mendoza,Región Cuyo,masculino,22,prim,3,Bullrich,Macri
Nacional,Buenos Aires,Región Metropolitana,femenino,39,sec,3,Milei,Macri
Nacional,Tucumán,Región NOA,femenino,59,sec,3,Massa,Fernández
Nacional,Ciudad de Buenos Aires,Región Metropolitana,masculino,16,sec,5,Milei,Fernández
Nacional,Ciudad de Buenos Aires,Región Metropolitana,femenino,59,sec,1,Massa,Fernández
Nacional,Corrientes,Región NEA,masculino,61,sec,4,Bullrich,Macri
Nacional,Buenos Aires,Región Metropolitana,masculino,30,prim,4,Milei,Macri
Nacional,Buenos Aires,Región Metropolitana,masculino,63,sec,2,Massa,Fernández
Nacional,Salta,Región NOA,femenino,19,sec,1,Bullrich,Macri
Nacional,San Juan,Región Cuyo,masculino,19,sec,4,Bullrich,Macri
Nacional,Neuquén,Región Patagonia,femenino,35,sec,4,Milei,Macri
Nacional,Buenos Aires,Región Metropolitana,masculino,27,terc,3,Milei,Fernández
Nacional,Córdoba,Región Pampeana,femenino,20,prim,6,Bullrich,Macri
Nacional,Buenos Aires,Región Metropolitana,femenino,55,sec,4,Massa,Fernández
Nacional,Santa Fe,Región Pampeana,femenino,27,sec,3,Milei,Fernández
Nacional,Mendoza,Región Cuyo,femenino,19,sec,3,Milei,Fernández
Nacional,Buenos Aires,Región Metropolitana,masculino,29,prim,5,Milei,Macri
Nacional,Buenos Aires,Región Metropolitana,femenino,28,univ,2,Otro/Blanco,Fernández
Nacional,Chaco,Región NEA,masculino,57,sec,4,Milei,Macri
Nacional,Buenos Aires,Región Metropolitana,masculino,68,sec,5,Massa,Fernández
Nacional,Santiago del Estero,Región NOA,masculino,56,prim,6,Milei,Macri
Nacional,Mendoza,Región Cuyo,masculino,43,sec,4,Massa,Fernández
Nacional,Buenos Aires,Región Metropolitana,masculino,56,prim,2,Milei,Fernández
Nacional,Corrientes,Región NEA,femenino,67,univ,4,Bullrich,Macri
Nacional,Buenos Aires,Región Metropolitana,femenino,61,prim,6,Massa,Fernández
Nacional,Buenos Aires,Región Metropolitana,femenino,83,univ,4,Massa,Macri
Nacional,Mendoza,Región Cuyo,femenino,31,terc,3,Massa,Fernández
Nacional,Buenos Aires,Región Metropolitana,masculino,63,univ,3,Milei,Otro/Blanco
Nacional,Misiones,Región NEA,femenino,41,sec,5,Milei,Macri
Nacional,San Juan,Región Cuyo,femenino,56,sec,3,Massa,Fernández
Nacional,Buenos Aires,Región Metropolitana,femenino,31,prim,2,Milei,Fernández
Nacional,Santa Fe,Región Pampeana,femenino,50,sec,1,Massa,Fernández
Nacional,Salta,Región NOA,femenino,18,terc,4,Massa,Fernández
Nacional,Santiago del Estero,Región NOA,femenino,57,sec,5,Massa,Fernández
Nacional,Buenos Aires,Región Metropolitana,masculino,17,terc,3,Milei,Fernández
Nacional,San Juan,Región Cuyo,masculino,30,pos,4,Bullrich,Macri
Nacional,Santa Fe,Región Pampeana,masculino,45,univ,2,Milei,Macri
Nacional,Santa Fe,Región Pampeana,masculino,81,terc,5,Massa,Fernández
Nacional,Santa Cruz,Región Patagonia,masculino,37,univ,5,Massa,Fernández
Nacional,San Luis,Región Cuyo,masculino,18,univ,3,Milei,Macri
Nacional,Santa Fe,Región Pampeana,masculino,73,sec,2,Massa,Fernández
Nacional,Buenos Aires,Región Metropolitana,masculino,58,prim,4,Otro/Blanco,Fernández
Nacional,Salta,Región NOA,masculino,56,sec,1,Bullrich,Macri
Nacional,Ciudad de Buenos Aires,Región Metropolitana,femenino,16,terc,3,Massa,Fernández
Nacional,Ciudad de Buenos Aires,Región Metropolitana,masculino,18,sec,6,Massa,Fernández
Nacional,Buenos Aires,Región Metropolitana,masculino,78,terc,2,Massa,Fernández
Nacional,Misiones,Región NEA,femenino,33,sec,6,Bullrich,Macri
Nacional,Neuquén,Región Patagonia,femenino,27,prim,4,Massa,Fernández
Nacional,Corrientes,Región NEA,femenino,25,univ,5,Otro/Blanco,Fernández
Nacional,Córdoba,Región Pampeana,masculino,20,prim,1,Schiaretti,Macri
